INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1987-020DH,20199,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-08-25,94.83,73.26,565,456,,,0,SMALL,5942,1987,20,DH,Y,COSMOS 1823 DEB,1987-020DH,20199
1986-019EJ,17376,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-08-24,91.04,98.14,344,307,,,0,SMALL,5942,1986,19,EJ,Y,ARIANE 1 DEB,1986-019EJ,17376
1990-075B,20766,ROCKET BODY,SL-11 R/B,CIS,1990-08-23,TTMTR,1990-08-24,88.51,64.98,295,106,,,0,,1,1990,75,B,Y,SL-11 R/B,1990-075B,20766
1970-025CY,4750,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,1990-08-23,90.54,99.83,314,287,,,0,MEDIUM,5942,1970,25,CY,Y,THORAD AGENA D DEB,1970-025CY,4750
1990-060E,20758,DEBRIS,RESURS F-7 DEB,CIS,1990-07-17,PKMTR,1990-08-22,88.94,82.29,260,184,,,0,MEDIUM,1,1990,60,E,Y,RESURS F-7 DEB,1990-060E,20758
1990-064B,20708,ROCKET BODY,SL-6 R/B(1),CIS,1990-07-25,PKMTR,1990-08-22,87.53,62.8,168,136,,,0,MEDIUM,6978,1990,64,B,Y,SL-6 R/B(1),1990-064B,20708
1986-017CL,20699,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-08-21,89.24,51.6,249,224,,,0,,1,1986,17,CL,Y,MIR DEB,1986-017CL,20699
1986-017CM,20700,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-08-21,88.7,51.59,217,203,,,0,MEDIUM,1,1986,17,CM,Y,MIR DEB,1986-017CM,20700
1989-100N,20640,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-08-20,88.56,73.49,215,191,,,0,MEDIUM,5942,1989,100,N,Y,COSMOS 2053 DEB,1989-100N,20640
1990-060C,20756,DEBRIS,RESURS F-7 DEB,CIS,1990-07-17,PKMTR,1990-08-19,87.49,82.29,159,141,,,0,LARGE,1,1990,60,C,Y,RESURS F-7 DEB,1990-060C,20756
1990-073B,20755,ROCKET BODY,SL-4 R/B,CIS,1990-08-16,PKMTR,1990-08-18,87.31,82.33,149,133,,,0,LARGE,1,1990,73,B,Y,SL-4 R/B,1990-073B,20755
1990-060D,20757,DEBRIS,RESURS F-7 DEB,CIS,1990-07-17,PKMTR,1990-08-18,88.39,82.28,202,188,,,0,LARGE,1,1990,60,D,Y,RESURS F-7 DEB,1990-060D,20757
1990-060F,20761,DEBRIS,RESURS F-7 DEB,CIS,1990-07-17,PKMTR,1990-08-18,90,82.27,327,221,,,0,,1,1990,60,F,Y,RESURS F-7 DEB,1990-060F,20761
1990-060A,20687,PAYLOAD,RESURS F-7,CIS,1990-07-17,PKMTR,1990-08-16,89.77,82.31,270,255,,,0,,1,1990,60,A,Y,RESURS F-7,1990-060A,20687
1990-062D,20728,DEBRIS,COSMOS 2086 DEB,CIS,1990-07-20,PKMTR,1990-08-16,87.32,82.31,149,135,,,0,MEDIUM,1,1990,62,D,Y,COSMOS 2086 DEB,1990-062D,20728
1990-072B,20753,ROCKET BODY,SL-4 R/B,CIS,1990-08-15,TTMTR,1990-08-16,87.46,51.63,151,147,,,0,LARGE,1,1990,72,B,Y,SL-4 R/B,1990-072B,20753
1989-100M,20637,DEBRIS,COSMOS 2053 DEB,CIS,1989-12-27,PKMTR,1990-08-16,89.81,73.5,280,250,,,0,SMALL,5942,1989,100,M,Y,COSMOS 2053 DEB,1989-100M,20637
1990-068B,20725,ROCKET BODY,DELTA 2 R/B(1),US,1990-08-02,AFETR,1990-08-15,88.07,30.13,213,146,,,0,LARGE,1,1990,68,B,Y,DELTA 2 R/B(1),1990-068B,20725
1990-064E,20714,DEBRIS,SL-6 DEB,CIS,1990-07-25,PKMTR,1990-08-14,88.44,62.83,239,156,,,0,,1,1990,64,E,Y,SL-6 DEB,1990-064E,20714
1987-020DD,20130,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-08-13,93.75,72.96,515,401,,,0,SMALL,1,1987,20,DD,Y,COSMOS 1823 DEB,1987-020DD,20130
1977-065D,10156,ROCKET BODY,DELTA 1 R/B(2),US,1977-07-14,AFETR,1990-08-12,88.36,27.02,267,119,,,0,LARGE,5942,1977,65,D,Y,DELTA 1 R/B(2),1977-065D,10156
1961-015LN,17653,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,1990-08-11,91.97,66.36,389,354,,,0,SMALL,5942,1961,15,LN,Y,THOR ABLESTAR DEB,1961-015LN,17653
1989-097C,20363,ROCKET BODY,DELTA 2 R/B(2) (PAM-D),US,1989-12-11,AFETR,1990-08-09,94.84,37.45,907,114,,,0,LARGE,5942,1989,97,C,Y,DELTA 2 R/B(2) (PAM-D),1989-097C,20363
1990-014A,20494,PAYLOAD,SOYUZ-TM 9,CIS,1990-02-11,TTMTR,1990-08-09,92.06,51.61,383,369,,,0,LARGE,6978,1990,14,A,Y,SOYUZ-TM 9,1990-014A,20494
1990-053G,20679,DEBRIS,COSMOS 2083 DEB,CIS,1990-06-19,PKMTR,1990-08-09,89.54,82.56,260,244,,,0,MEDIUM,1,1990,53,G,Y,COSMOS 2083 DEB,1990-053G,20679
1990-069B,20733,ROCKET BODY,SL-4 R/B,CIS,1990-08-03,PKMTR,1990-08-09,87.54,62.82,168,138,,,0,LARGE,1,1990,69,B,Y,SL-4 R/B,1990-069B,20733
1990-064C,20709,DEBRIS,SL-6 PLAT,CIS,1990-07-25,PKMTR,1990-08-08,87.43,62.85,172,122,,,0,,1,1990,64,C,Y,SL-6 PLAT,1990-064C,20709
1990-064F,20715,DEBRIS,SL-6 DEB,CIS,1990-07-25,PKMTR,1990-08-08,89.01,62.86,290,162,,,0,,1,1990,64,F,Y,SL-6 DEB,1990-064F,20715
1990-062C,20727,DEBRIS,COSMOS 2086 DEB,CIS,1990-07-20,PKMTR,1990-08-08,88.73,82.3,244,179,,,0,LARGE,1,1990,62,C,Y,COSMOS 2086 DEB,1990-062C,20727
1970-025BH,4684,DEBRIS,THORAD AGENA D DEB,US,1970-04-08,AFWTR,1990-08-08,91.08,99.69,345,310,,,0,MEDIUM,5942,1970,25,BH,Y,THORAD AGENA D DEB,1970-025BH,4684
1990-062F,20730,DEBRIS,COSMOS 2086 DEB,CIS,1990-07-20,PKMTR,1990-08-06,87.94,82.31,177,168,,,0,MEDIUM,1,1990,62,F,Y,COSMOS 2086 DEB,1990-062F,20730
1990-064G,20716,DEBRIS,SL-6 DEB,CIS,1990-07-25,PKMTR,1990-08-05,88.48,62.85,255,144,,,0,,1,1990,64,G,Y,SL-6 DEB,1990-064G,20716
1979-048D,11554,ROCKET BODY,SL-6 R/B(2),CIS,1979-06-05,PKMTR,1990-08-05,89.17,63.78,373,94,,,0,LARGE,5942,1979,48,D,Y,SL-6 R/B(2),1979-048D,11554
1990-062E,20729,DEBRIS,COSMOS 2086 DEB,CIS,1990-07-20,PKMTR,1990-08-04,88.84,82.32,227,207,,,0,,1,1990,62,E,Y,COSMOS 2086 DEB,1990-062E,20729
1990-062G,20731,DEBRIS,COSMOS 2086 DEB,CIS,1990-07-20,PKMTR,1990-08-04,89.69,82.34,318,200,,,0,,1,1990,62,G,Y,COSMOS 2086 DEB,1990-062G,20731
1990-069C,20734,DEBRIS,SL-4 DEB,CIS,1990-08-03,PKMTR,1990-08-04,88.8,62.81,257,173,,,0,SMALL,1,1990,69,C,Y,SL-4 DEB,1990-069C,20734
1986-017CK,20690,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-08-03,90.16,51.57,291,273,,,0,MEDIUM,1,1986,17,CK,Y,MIR DEB,1986-017CK,20690
1986-017CN,20701,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-08-03,89.99,51.6,286,262,,,0,,1,1986,17,CN,Y,MIR DEB,1986-017CN,20701
1990-062A,20702,PAYLOAD,COSMOS 2086,CIS,1990-07-20,PKMTR,1990-08-03,89.5,82.32,265,234,,,0,,1,1990,62,A,Y,COSMOS 2086,1990-062A,20702
1963-022A,594,PAYLOAD,TRANSIT 5A3,US,1963-06-16,AFWTR,1990-08-03,87.64,89.78,168,147,,,0,LARGE,5942,1963,22,A,Y,TRANSIT 5A3,1963-022A,594
1969-082GL,4543,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,1990-08-03,90.66,70.34,324,290,,,0,MEDIUM,5942,1969,82,GL,Y,THORAD AGENA D DEB,1969-082GL,4543
1974-089FF,20681,DEBRIS,THORAD DELTA 1 DEB,US,1974-11-15,AFWTR,1990-08-02,98.62,102.15,909,477,,,0,,1,1974,89,FF,Y,THORAD DELTA 1 DEB,1974-089FF,20681
1990-067B,20723,ROCKET BODY,SL-4 R/B,CIS,1990-08-01,TTMTR,1990-08-02,87.42,51.61,149,144,,,0,,1,1990,67,B,Y,SL-4 R/B,1990-067B,20723
1969-082GC,4531,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,1990-07-31,90.32,70.39,302,278,,,0,SMALL,5942,1969,82,GC,Y,THORAD AGENA D DEB,1969-082GC,4531
1987-011C,17399,DEBRIS,SL-11 DEB,CIS,1987-02-01,TTMTR,1990-07-29,88.74,64.94,225,199,,,0,MEDIUM,5942,1987,11,C,Y,SL-11 DEB,1987-011C,17399
1990-053E,20677,DEBRIS,COSMOS 2083 DEB,CIS,1990-06-19,PKMTR,1990-07-29,88.26,82.57,193,184,,,0,MEDIUM,5942,1990,53,E,Y,COSMOS 2083 DEB,1990-053E,20677
1986-019VM,20173,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-07-25,92.76,98.6,429,390,,,0,SMALL,5942,1986,19,VM,Y,ARIANE 1 DEB,1986-019VM,20173
1986-019GG,17445,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-07-24,90.8,98.4,329,299,,,0,SMALL,5942,1986,19,GG,Y,ARIANE 1 DEB,1986-019GG,17445
1990-062B,20703,ROCKET BODY,SL-4 R/B,CIS,1990-07-20,PKMTR,1990-07-22,87.68,82.33,168,152,,,0,,1,1990,62,B,Y,SL-4 R/B,1990-062B,20703
1990-055B,20664,ROCKET BODY,SL-6 R/B(1),CIS,1990-06-21,PKMTR,1990-07-21,87.53,62.8,167,138,,,0,LARGE,1,1990,55,B,Y,SL-6 R/B(1),1990-055B,20664
1990-061B,20694,ROCKET BODY,SL-12 R/B(1),CIS,1990-07-18,TTMTR,1990-07-21,87.8,51.62,169,162,,,0,,1,1990,61,B,Y,SL-12 R/B(1),1990-061B,20694
1990-055C,20665,DEBRIS,SL-6 PLAT,CIS,1990-06-21,PKMTR,1990-07-20,87.61,62.85,178,134,,,0,LARGE,1,1990,55,C,Y,SL-6 PLAT,1990-055C,20665
1990-053F,20678,DEBRIS,COSMOS 2083 DEB,CIS,1990-06-19,PKMTR,1990-07-20,89.07,82.53,251,206,,,0,MEDIUM,6978,1990,53,F,Y,COSMOS 2083 DEB,1990-053F,20678
1968-097EL,18488,DEBRIS,COSMOS 252 DEB,CIS,1968-11-01,TTMTR,1990-07-19,114,62.2,2064,755,,5,0,LARGE,6978,1968,97,EL,Y,COSMOS 252 DEB,1968-097EL,18488
1990-053C,20675,DEBRIS,COSMOS 2083 DEB,CIS,1990-06-19,PKMTR,1990-07-19,87.48,82.56,158,141,,,0,MEDIUM,5942,1990,53,C,Y,COSMOS 2083 DEB,1990-053C,20675
1990-060B,20688,ROCKET BODY,SL-4 R/B,CIS,1990-07-17,PKMTR,1990-07-19,87.1,82.31,142,119,,,0,,1,1990,60,B,Y,SL-4 R/B,1990-060B,20688
1990-061C,20695,DEBRIS,SL-12 PLAT,CIS,1990-07-18,TTMTR,1990-07-19,87.3,51.6,148,134,,,0,,1,1990,61,C,Y,SL-12 PLAT,1990-061C,20695
1983-044AW,15729,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-07-18,89.27,65.01,254,223,,,0,SMALL,5942,1983,44,AW,Y,COSMOS 1461 DEB,1983-044AW,15729
1987-020DJ,20201,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-07-17,113.98,73.68,1610,1208,,,0,SMALL,5942,1987,20,DJ,Y,COSMOS 1823 DEB,1987-020DJ,20201
1987-004GR,18273,DEBRIS,COSMOS 1813 DEB,CIS,1987-01-15,PKMTR,1990-07-16,88.92,72.76,227,215,,,0,SMALL,5942,1987,4,GR,Y,COSMOS 1813 DEB,1987-004GR,18273
1986-019TR,18676,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-07-16,92.66,97.96,434,376,,,0,SMALL,5942,1986,19,TR,Y,ARIANE 1 DEB,1986-019TR,18676
1969-082FK,4466,DEBRIS,THORAD AGENA D DEB,US,1969-09-30,AFWTR,1990-07-13,89.75,70.42,283,241,,,0,SMALL,5942,1969,82,FK,Y,THORAD AGENA D DEB,1969-082FK,4466
1990-051B,20644,ROCKET BODY,DELTA 1 R/B,US,1990-06-12,AFETR,1990-07-12,87.69,27.26,166,155,,,0,LARGE,1,1990,51,B,Y,DELTA 1 R/B,1990-051B,20644
1990-058B,20684,ROCKET BODY,SL-4 R/B,CIS,1990-07-11,TTMTR,1990-07-12,87.61,51.62,162,150,,,0,,1,1990,58,B,Y,SL-4 R/B,1990-058B,20684
1990-012B,20477,ROCKET BODY,SL-8 R/B,CIS,1990-02-06,PKMTR,1990-07-12,87.56,65.8,190,116,,,0,LARGE,5942,1990,12,B,Y,SL-8 R/B,1990-012B,20477
1976-120AG,11205,DEBRIS,COSMOS 880 DEB,CIS,1976-12-09,PKMTR,1990-07-11,87.49,65.8,159,142,,,0,MEDIUM,5942,1976,120,AG,Y,COSMOS 880 DEB,1976-120AG,11205
1983-058E,17302,DEBRIS,ARIANE 1 DEB,ESA,1983-06-16,FRGUI,1990-07-10,97.38,6.29,1134,133,,,0,LARGE,5942,1983,58,E,Y,ARIANE 1 DEB,1983-058E,17302
1987-020CY,20004,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-07-10,94.87,73.5,563,461,,,0,SMALL,5942,1987,20,CY,Y,COSMOS 1823 DEB,1987-020CY,20004
1990-027A,20540,PAYLOAD,OFEQ 2 (HORIZON 2),ISRA,1990-04-03,YAVNE,1990-07-09,87.73,143.17,191,134,,,0,LARGE,5942,1990,27,A,Y,OFEQ 2 (HORIZON 2),1990-027A,20540
1985-121D,16437,DEBRIS,SL-16 DEB,CIS,1985-12-28,TTMTR,1990-07-08,88.06,70.9,193,164,,,0,MEDIUM,5942,1985,121,D,Y,SL-16 DEB,1985-121D,16437
1990-047D,20654,DEBRIS,RESURS F-6 DEB,CIS,1990-05-29,PKMTR,1990-07-07,87.15,82.32,141,125,,,0,MEDIUM,1,1990,47,D,Y,RESURS F-6 DEB,1990-047D,20654
1974-050A,7352,PAYLOAD,COSMOS 665,CIS,1974-06-29,PKMTR,1990-07-06,710.85,61.91,39832,180,,,0,LARGE,5942,1974,50,A,Y,COSMOS 665,1974-050A,7352
1986-019TN,18614,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-07-04,100.65,98.61,822,757,,,0,MEDIUM,1,1986,19,TN,Y,ARIANE 1 DEB,1986-019TN,18614
1990-042A,20604,PAYLOAD,COSMOS 2077,CIS,1990-05-07,PKMTR,1990-07-04,88.55,62.81,250,155,,,0,LARGE,1,1990,42,A,Y,COSMOS 2077,1990-042A,20604
1990-038C,20587,DEBRIS,COSMOS 2075 DEB,CIS,1990-04-25,PKMTR,1990-07-04,88.16,73.97,205,162,,,0,SMALL,5942,1990,38,C,Y,COSMOS 2075 DEB,1990-038C,20587
1990-052B,20647,ROCKET BODY,SL-6 R/B(1),CIS,1990-06-13,PKMTR,1990-07-03,87.5,62.83,167,134,,,0,,1,1990,52,B,Y,SL-6 R/B(1),1990-052B,20647
1990-053A,20657,PAYLOAD,COSMOS 2083,CIS,1990-06-19,PKMTR,1990-07-03,91.64,82.59,412,297,,,0,,1,1990,53,A,Y,COSMOS 2083,1990-053A,20657
1983-044BX,16780,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-07-02,90,64.95,293,256,,,0,SMALL,5942,1983,44,BX,Y,COSMOS 1461 DEB,1983-044BX,16780
1986-019P,17119,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-07-02,89.52,98.88,256,245,,,0,LARGE,5942,1986,19,P,Y,ARIANE 1 DEB,1986-019P,17119
1979-031D,11551,ROCKET BODY,SL-6 R/B(2),CIS,1979-04-12,PKMTR,1990-06-30,95,63.86,943,94,,,0,LARGE,5942,1979,31,D,Y,SL-6 R/B(2),1979-031D,11551
1975-121A,8492,PAYLOAD,MOLNIYA 2-15,CIS,1975-12-17,PKMTR,1990-06-28,100.53,62.83,1494,73,,,0,LARGE,5942,1975,121,A,Y,MOLNIYA 2-15,1975-121A,8492
1990-044A,20615,PAYLOAD,COSMOS 2078,CIS,1990-05-15,TTMTR,1990-06-28,89.36,69.98,275,211,,,0,LARGE,1,1990,44,A,Y,COSMOS 2078,1990-044A,20615
1990-052C,20648,DEBRIS,SL-6 PLAT,CIS,1990-06-13,PKMTR,1990-06-28,87.4,62.8,161,130,,,0,,1,1990,52,C,Y,SL-6 PLAT,1990-052C,20648
1986-017BY,20407,DEBRIS,MIR DEB,CIS,1986-02-19,TTMTR,1990-06-27,88.36,51.6,199,187,,,0,MEDIUM,5942,1986,17,BY,Y,MIR DEB,1986-017BY,20407
1990-056B,20668,ROCKET BODY,TITAN 3 R/B(1),US,1990-06-23,AFETR,1990-06-26,87.07,28.61,143,116,,,0,,1,1990,56,B,Y,TITAN 3 R/B(1),1990-056B,20668
1970-064A,4497,PAYLOAD,COSMOS 358,CIS,1970-08-20,PKMTR,1990-06-26,87,73.98,133,119,,,0,LARGE,5942,1970,64,A,Y,COSMOS 358,1970-064A,4497
1979-017LA,18255,DEBRIS,SOLWIND DEB,US,1979-02-24,AFWTR,1990-06-23,87.72,97.76,167,157,,,0,SMALL,5942,1979,17,LA,Y,SOLWIND DEB,1979-017LA,18255
1989-081E,20270,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,1989-09-28,TTMTR,1990-06-22,104.65,46.54,1850,107,,,0,MEDIUM,5942,1989,81,E,Y,SL-12 R/B(AUX MOTOR),1989-081E,20270
1983-044BZ,16782,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-06-22,88.01,64.97,188,164,,,0,LARGE,5942,1983,44,BZ,Y,COSMOS 1461 DEB,1983-044BZ,16782
1990-054B,20660,ROCKET BODY,SL-12 R/B(1),CIS,1990-06-20,TTMTR,1990-06-22,87.26,51.63,142,136,,,0,,1,1990,54,B,Y,SL-12 R/B(1),1990-054B,20660
1990-053B,20658,ROCKET BODY,SL-4 R/B,CIS,1990-06-19,PKMTR,1990-06-21,87.18,82.58,140,129,,,0,,1,1990,53,B,Y,SL-4 R/B,1990-053B,20658
1990-054C,20661,DEBRIS,SL-12 PLAT,CIS,1990-06-20,TTMTR,1990-06-21,87.59,51.61,157,153,,,0,,1,1990,54,C,Y,SL-12 PLAT,1990-054C,20661
1965-082AQ,1677,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1990-06-21,89.01,32.15,230,222,,,0,MEDIUM,5942,1965,82,AQ,Y,TITAN 3C TRANSTAGE DEB,1965-082AQ,1677
1990-047F,20656,DEBRIS,RESURS F-6 DEB,CIS,1990-05-29,PKMTR,1990-06-20,88.04,82.31,204,151,,,0,,1,1990,47,F,Y,RESURS F-6 DEB,1990-047F,20656
1967-011H,2689,DEBRIS,DIAMANT DEB,FR,1967-02-08,HGSTR,1990-06-20,92.28,39.94,428,345,,,0,MEDIUM,5942,1967,11,H,Y,DIAMANT DEB,1967-011H,2689
1990-027B,20541,ROCKET BODY,SHAVIT R/B,ISRA,1990-04-03,YAVNE,1990-06-20,88.58,143.17,265,143,,,0,LARGE,5942,1990,27,B,Y,SHAVIT R/B,1990-027B,20541
1989-088A,20320,PAYLOAD,COSMOS 2049,CIS,1989-11-17,TTMTR,1990-06-19,89.47,64.72,268,228,,,0,LARGE,6978,1989,88,A,Y,COSMOS 2049,1989-088A,20320
1965-065T,11855,DEBRIS,TRANSIT 5B-7 DEB,US,1965-08-13,AFWTR,1990-06-18,92.45,89.87,413,376,,,0,MEDIUM,5942,1965,65,T,Y,TRANSIT 5B-7 DEB,1965-065T,11855
1990-047C,20653,DEBRIS,RESURS F-6 DEB,CIS,1990-05-29,PKMTR,1990-06-17,87.9,82.32,182,160,,,0,,1,1990,47,C,Y,RESURS F-6 DEB,1990-047C,20653
1990-047E,20655,DEBRIS,RESURS F-6 DEB,CIS,1990-05-29,PKMTR,1990-06-17,91.28,82.35,444,231,,,0,,1,1990,47,E,Y,RESURS F-6 DEB,1990-047E,20655
1977-065CZ,10303,DEBRIS,DELTA 1 DEB,US,1977-07-14,AFETR,1990-06-15,110.6,28.9,1983,532,,5,0,SMALL,5942,1977,65,CZ,Y,DELTA 1 DEB,1977-065CZ,10303
1983-041D,14196,ROCKET BODY,DELTA 1 R/B(2),US,1983-04-28,AFETR,1990-06-15,89.95,23.69,437,106,,,0,LARGE,5942,1983,41,D,Y,DELTA 1 R/B(2),1983-041D,14196
1987-020BQ,19180,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-06-14,97.41,73.81,753,517,,,0,SMALL,5942,1987,20,BQ,Y,COSMOS 1823 DEB,1987-020BQ,19180
1990-047A,20632,PAYLOAD,RESURS F-6,CIS,1990-05-29,PKMTR,1990-06-14,89.77,82.33,270,257,,,0,MEDIUM,6978,1990,47,A,Y,RESURS F-6,1990-047A,20632
1987-020DB,20092,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-06-13,97.45,73.4,667,606,,5,0,SMALL,1,1987,20,DB,Y,COSMOS 1823 DEB,1987-020DB,20092
1987-020N,18735,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-06-13,93.94,73.39,481,454,,,0,SMALL,5942,1987,20,N,Y,COSMOS 1823 DEB,1987-020N,18735
1986-019AD,17150,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-06-12,91.22,98.47,345,324,,,0,SMALL,5942,1986,19,AD,Y,ARIANE 1 DEB,1986-019AD,17150
1980-001D,11673,DEBRIS,COSMOS 1149 DEB,CIS,1980-01-09,PKMTR,1990-06-11,87.1,72.81,139,122,,,0,LARGE,5942,1980,1,D,Y,COSMOS 1149 DEB,1980-001D,11673
1990-048B,20636,ROCKET BODY,SL-13 R/B,CIS,1990-05-31,TTMTR,1990-06-11,88.5,51.62,220,180,,,0,LARGE,1,1990,48,B,Y,SL-13 R/B,1990-048B,20636
1989-064C,20187,ROCKET BODY,DELTA 2 R/B(2) (PAM-D),US,1989-08-18,AFETR,1990-06-10,96.9,37.52,1100,121,,,0,LARGE,5942,1989,64,C,Y,DELTA 2 R/B(2) (PAM-D),1989-064C,20187
1989-098F,20372,ROCKET BODY,SL-12 R/B(AUX MOTOR),CIS,1989-12-15,TTMTR,1990-06-06,610.96,46.59,34814,131,,,0,MEDIUM,5942,1989,98,F,Y,SL-12 R/B(AUX MOTOR),1989-098F,20372
1986-019EA,17353,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-06-06,91.72,97.92,384,333,,,0,SMALL,6978,1986,19,EA,Y,ARIANE 1 DEB,1986-019EA,17353
1983-044BM,15814,DEBRIS,COSMOS 1461 DEB,CIS,1983-05-07,TTMTR,1990-06-03,88.13,64.93,197,167,,,0,MEDIUM,5942,1983,44,BM,Y,COSMOS 1461 DEB,1983-044BM,15814
1990-047B,20633,ROCKET BODY,SL-4 R/B,CIS,1990-05-29,PKMTR,1990-05-31,87.35,82.33,150,136,,,0,,1,1990,47,B,Y,SL-4 R/B,1990-047B,20633
1983-027A,13972,PAYLOAD,COSMOS 1450,CIS,1983-04-06,PKMTR,1990-05-30,87.03,65.81,136,119,,,0,LARGE,5942,1983,27,A,Y,COSMOS 1450,1983-027A,13972
1984-081C,15165,ROCKET BODY,ARIANE 3 R/B,FR,1984-08-04,FRGUI,1990-05-29,99.87,6.9,1371,133,,,0,LARGE,6978,1984,81,C,Y,ARIANE 3 R/B,1984-081C,15165
1990-040B,20597,ROCKET BODY,SL-6 R/B(1),CIS,1990-04-28,PKMTR,1990-05-28,87.16,62.79,143,125,,,0,LARGE,1,1990,40,B,Y,SL-6 R/B(1),1990-040B,20597
1961-015GN,556,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,1990-05-28,89.96,67.09,289,256,,,0,SMALL,5942,1961,15,GN,Y,THOR ABLESTAR DEB,1961-015GN,556
1973-023C,13939,ROCKET BODY,DELTA 1 R/B(2),US,1973-04-20,AFETR,1990-05-28,89.36,26.17,366,119,,,0,LARGE,1,1973,23,C,Y,DELTA 1 R/B(2),1973-023C,13939
1972-058M,7841,DEBRIS,DELTA 1 DEB,US,1972-07-23,AFWTR,1990-05-28,88.02,98.28,190,163,,,0,MEDIUM,5942,1972,58,M,Y,DELTA 1 DEB,1972-058M,7841
1990-041A,20602,PAYLOAD,PROGRESS 42,CIS,1990-05-05,TTMTR,1990-05-27,92.29,51.61,394,379,,,0,SMALL,1,1990,41,A,Y,PROGRESS 42,1990-041A,20602
1990-039B,20584,ROCKET BODY,SL-6 R/B(1),CIS,1990-04-26,PKMTR,1990-05-26,88.32,62.76,224,159,,,0,LARGE,1,1990,39,B,Y,SL-6 R/B(1),1990-039B,20584
1987-020CG,19644,DEBRIS,COSMOS 1823 DEB,CIS,1987-02-20,PKMTR,1990-05-25,96.32,73.09,669,496,,,0,SMALL,1,1987,20,CG,Y,COSMOS 1823 DEB,1987-020CG,19644
1986-019BU,17222,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-05-25,91.92,98.69,380,358,,,0,SMALL,5942,1986,19,BU,Y,ARIANE 1 DEB,1986-019BU,17222
1990-039C,20585,DEBRIS,SL-6 PLAT,CIS,1990-04-26,PKMTR,1990-05-23,87.68,62.81,185,134,,,0,LARGE,1,1990,39,C,Y,SL-6 PLAT,1990-039C,20585
1990-044B,20616,ROCKET BODY,SL-4 R/B,CIS,1990-05-15,TTMTR,1990-05-19,87.37,69.99,151,137,,,0,LARGE,1,1990,44,B,Y,SL-4 R/B,1990-044B,20616
1990-045D,20622,ROCKET BODY,SL-12 R/B(1),CIS,1990-05-19,TTMTR,1990-05-19,87.08,64.87,137,123,,,0,,1,1990,45,D,Y,SL-12 R/B(1),1990-045D,20622
1986-019GU,17457,DEBRIS,ARIANE 1 DEB,FR,1986-02-22,FRGUI,1990-05-19,91.69,98.59,381,334,,,0,SMALL,5942,1986,19,GU,Y,ARIANE 1 DEB,1986-019GU,17457
1961-015MF,19430,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,1990-05-19,97.64,66.59,724,567,,,0,SMALL,5942,1961,15,MF,Y,THOR ABLESTAR DEB,1961-015MF,19430
